ID Municipio,ID Partido,Siglas,Nombre,Votos,Escaños
29038,4253,PP,PARTIDO POPULAR,1813,4
29038,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,1056,2
29038,3481,IULV-CA-ALTER-CÁRTAMA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA-ALTERNATIVA REPUBLICANA-CÁRTAMA PARA LA GENTE,826,2
29038,1356,C.P.I.C.,CANDIDATURA PROGRESISTA INDEPENDIENTE DE CARTAMA,249, 
29038,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,240, 
29038,2265,FE de las JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.,22, 
29039,3502,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA-CASABERMEJA PARA LA GENTE,939,6
29039,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,586,3
29039,4253,PP,PARTIDO POPULAR,428,2
29040,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,815,6
29040,4253,PP,PARTIDO POPULAR,480,4
29040,0521,AGIC,AGRUPACION INDEPENDIENTE DE CASARABONELA,222,1
29040,3503,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - CASARABONELA PARA LA GENTE,20, 
29041,3504,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES- CONVOCATORIA POR ANDALUCIA -CASARES PARA LA GENTE,1292,7
29041,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,850,4
29041,4252,P.P.,PARTIDO POPULAR,405,2
29041,0014,AS,ACCION SOCIAL,53, 
29042,4253,PP,PARTIDO POPULAR,4305,11
29042,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,2220,5
29042,3505,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA-COÍN PARA LA GENTE,1124,2
29042,4100,PA,PARTIDO ANDALUCISTA,1040,2
29042,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,469,1
29043,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,894,6
29043,4253,PP,PARTIDO POPULAR,390,3
29043,3506,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - COLMENAR PARA LA GENTE,215,1
29043,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,157,1
29044,4253,PP,PARTIDO POPULAR,446,6
29044,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,276,3
29044,3507,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - COMARES PARA LA GENTE,9, 
29045,4252,P.P.,PARTIDO POPULAR,1109,8
29045,3494,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-BENAMOCARRA PARA LA GENTE,260,2
29045,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,256,1
29046,0344,VECINOS,AGRUPACION DE ELECTORES VECINOS,888,5
29046,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,518,3
29046,0524,A.I.,"AGRUPACION INDEPENDIENTE DE CORTES DE LA FRONTERA, EL COLMENAR(ESTACION DE GAUCIN)Y CAÑADA DEL REAL TESORO",377,2
29046,0162,CIC,AGRUPACION DE ELECTORES CORTES INICIATIVA CIUDADANA,181,1
29046,3780,LHP,LA HORA DEL PUEBLO,158, 
29046,4252,P.P.,PARTIDO POPULAR,101, 
29046,4100,PA,PARTIDO ANDALUCISTA,35, 
29046,3508,IULV-CA- CORTES DE LA FRONTERA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-CORTES DE LA FRONTERA PARA LA GENTE,26, 
29046,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,15, 
29047,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,518,5
29047,3509,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-CUEVAS BAJAS PARA LA GENTE,455,4
29047,4252,P.P.,PARTIDO POPULAR,22, 
29049,3510,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-CUEVAS DE SAN MARCOS PARA LA GENTE,841,4
29049,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,731,4
29049,4252,P.P.,PARTIDO POPULAR,582,3
29048,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,525,4
29048,3459,IULV-CA- PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORA POR ANDALUCIA - CUEVAS DEL BECERRO PARA LA GENTE,408,3
29048,3894,MAS PUEBLO,MAS PUEBLO-CUEVAS DEL BECERRO,293,2
29048,4252,P.P.,PARTIDO POPULAR,20, 
29050,4252,P.P.,PARTIDO POPULAR,193,4
29050,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,151,3
29050,3512,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-CÚTAR PARA LA GENTE,7, 
29051,4252,P.P.,PARTIDO POPULAR,14214,17
29051,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,5420,6
29051,1910,CSSPTT,COSTA DEL SOL SÍ PUEDE ... TIC TAC,1609,1
29051,3515,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-ESTEPONA PARA LA GENTE,1442,1
29051,4354,PUAD,PARTIDO UNIÓN ANDALUZA DEMOCRÁTICA,512, 
29051,5373,VOX,VOX,247, 
29052,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,151,6
29052,4252,P.P.,PARTIDO POPULAR,25,1
29053,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,499,4
29053,4252,P.P.,PARTIDO POPULAR,434,4
29053,4100,PA,PARTIDO ANDALUCISTA,383,3
29053,2053,EQUO ANDALUCIA,EQUO,101, 
29054,4252,P.P.,PARTIDO POPULAR,11668,14
29054,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,4722,5
29054,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,2341,2
29054,1910,CSSPTT,COSTA DEL SOL SÍ PUEDE ... TIC TAC,2034,2
29054,3516,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-FUENGIROLA PARA LA GENTE,1691,2
29054,4100,PA,PARTIDO ANDALUCISTA,474, 
29054,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,322, 
29055,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,677,6
29055,4252,P.P.,PARTIDO POPULAR,450,3
29055,3517,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-FUENTE DE PIEDRA PARA LA GENTE,336,2
29056,4252,P.P.,PARTIDO POPULAR,661,7
29056,3518,IULV-CA- GAUCÍN PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-GAUCÍN PARA LA GENTE,174,1
29056,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,140,1
29057,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,210,5
29057,4252,P.P.,PARTIDO POPULAR,113,2
29057,3519,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-GENALGUACIL PARA LA GENTE,3, 
29058,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,597,7
29058,4253,PP,PARTIDO POPULAR,312,4
29058,3520,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - GUARO PARA LA GENTE,53, 
29059,3521,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-HUMILLADERO PARA LA GENTE,922,5
29059,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,675,4
29059,4252,P.P.,PARTIDO POPULAR,387,2
29060,4252,P.P.,PARTIDO POPULAR,421,5
29060,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,202,2
29060,3522,IULV-CA- IGUALEJA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-IGUALEJA PARA LA GENTE,1, 
29061,3523,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-ISTAN PARA LA GENTE,378,4
29061,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,330,4
29061,4252,P.P.,PARTIDO POPULAR,136,1
29062,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,375,4
29062,4252,P.P.,PARTIDO POPULAR,258,3
29062,3551,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-IZNATE PARA LA GENTE,0, 
29063,4252,P.P.,PARTIDO POPULAR,209,5
29063,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,72,2
29063,3552,IULV-CA- JIMERA DE LIBAR PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-JIMERA DE LIBAR PARA LA GENTE,7, 
29064,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,258,5
29064,4252,P.P.,PARTIDO POPULAR,150,2
29064,3553,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-JUBRIQUE PARA LA GENTE,7, 
29065,4252,P.P.,PARTIDO POPULAR,94,3
29065,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,87,2
29066,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,202,5
29066,4252,P.P.,PARTIDO POPULAR,110,2
29066,3554,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MACHARAVIAYA PARA LA GENTE,5, 
29067,4253,PP,PARTIDO POPULAR,83353,13
29067,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,60048,9
29067,3872,MalagaAhora,MALAGA AHORA,30464,4
29067,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,23708,3
29067,3482,IULV-CA-CLI-AS-ALTER-MÁLAGA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - ALTERNATIVA SOCIALISTA - ALTERNATIVA REPUBLICANA - MÁLAGA PARA LA GENTE,17050,2
29067,4101,PACMA,PARTIDO ANIMALISTA,3389, 
29067,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,2727, 
29067,4100,PA,PARTIDO ANDALUCISTA,1381, 
29067,4820,SOLUCIONA,SOLUCIONA,1151, 
29067,5373,VOX,VOX,785, 
29067,1450,CILUS,CIUDADANOS LIBRES UNIDOS,632, 
29067,4148,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,536, 
29067,3986,MOVIMIENTO RED,"MOVIMIENTO DE RENOVACIÓN DEMOCRATICA CIUDADANA,MOVIMIENTO RED",422, 
29067,5097,UCIN,UNION DE CIUDADANOS INDEPENDIENTES,387, 
29067,4811,SAIn,SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA,160, 
29068,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1380,5
29068,1570,COMPROMISO MANILVA,COMPROMISO MANILVA,1209,5
29068,3555,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MANILVA PARA LA GENTE,1052,4
29068,4252,P.P.,PARTIDO POPULAR,668,2
29068,0731,A.S.M.,AGRUPACION SOCIALISTA DE MANILVA,447,1
29068,3875,M S I,MANILVA SOLUCION INDEPENDIENTE,189, 
29069,4252,P.P.,PARTIDO POPULAR,19406,13
29069,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,12444,8
29069,4070,O.S.P.,OPCION SAMPEDREÑA,4336,2
29069,1910,CSSPTT,COSTA DEL SOL SÍ PUEDE ... TIC TAC,3880,2
29069,3556,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MARBELLA PARA LA GENTE,3202,2
29069,4100,PA,PARTIDO ANDALUCISTA,1473, 
29069,1442,CHANGE MARBELLA,"CIUDADANOS, HABITANTES Y GENTES DE MARBELLA",939, 
29069,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,804, 
29069,4169,PASUR,PARTIDO DEL SUR,138, 
29069,4013,NEODEMOCRATAS,NEODEMOCRATAS,59, 
29070,4252,P.P.,PARTIDO POPULAR,8439,11
29070,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,6078,7
29070,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,3974,5
29070,1910,CSSPTT,COSTA DEL SOL SÍ PUEDE ... TIC TAC,1683,2
29070,3557,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MIJAS PARA LA GENTE,862, 
29070,3931,MIJAS GANA,MIJAS GANA (ALTERNATIVA MIJEÑA + EQUO + VECIN@S INDEPENDIENTES),850, 
29070,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,556, 
29070,4096,PARTIDO ANDALUCISTA,PARTIDO ANDALUCISTA,511, 
29071,4253,PP,PARTIDO POPULAR,346,4
29071,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,231,3
29071,4562,POR MI PUEBLO,POR MI PUEBLO,137,1
29071,3558,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MOCLINEJO PARA LA GENTE,95,1
29072,4252,P.P.,PARTIDO POPULAR,1055,5
29072,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1033,5
29072,1423,C's,CIUDADANOS,335,1
29072,3559,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MOLLINA PARA LA GENTE,107, 
29072,5050,UPM,UNIDOS POR MOLLINA,98, 
29073,3560,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - MONDA PARA LA GENTE,748,7
29073,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,325,3
29073,4253,PP,PARTIDO POPULAR,207,1
29074,0370,ADIA,AGRUPACION DEMOCRATICA INDEPENDIENTE ANDALUCIA,442,5
29074,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,243,2
29074,4252,P.P.,PARTIDO POPULAR,7, 
29074,3562,IULV-CA- MONTEJAQUE PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-MONTEJAQUE PARA LA GENTE,3, 
29075,4252,P.P.,PARTIDO POPULAR,3658,10
29075,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,2243,6
29075,3563,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-NERJA PARA LA GENTE,796,2
29075,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,777,2
29075,2074,EVA,ESPACIO VERDE,717,1
29075,4100,PA,PARTIDO ANDALUCISTA,285, 
29076,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,846,7
29076,4252,P.P.,PARTIDO POPULAR,454,4
29076,3565,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-OJEN PARA LA GENTE,42, 
29077,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,122,5
29077,5267,VdP,VECINOS DE PARAUTA,45,1
29077,4252,P.P.,PARTIDO POPULAR,29,1
29077,3566,IULV-CA- PARAUTA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-PARAUTA PARA LA GENTE,1, 
29079,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1314,8
29079,3567,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-PERIANA PARA LA GENTE,370,2
29079,4252,P.P.,PARTIDO POPULAR,283,1
29080,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1793,5
29080,4253,PP,PARTIDO POPULAR,1681,5
29080,3568,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-PIZARRA PARA LA GENTE,1062,3
29081,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,140,4
29081,4252,P.P.,PARTIDO POPULAR,85,3
29081,3569,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-PUJERRA PARA LA GENTE,2, 
29082,4253,PP,PARTIDO POPULAR,5664,8
29082,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,3352,4
29082,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,2339,3
29082,0812,ARINCÓN,AHORA RINCÓN,2115,2
29082,3571,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - RINCÓN DE LA VICTORIA PARA LA GENTE,1980,2
29082,4100,PA,PARTIDO ANDALUCISTA,1650,2
29082,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,355, 
29083,4253,PP,PARTIDO POPULAR,947,6
29083,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,771,5
29083,4562,POR MI PUEBLO,POR MI PUEBLO,112, 
29083,3572,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - RIOGORDO PARA LA GENTE,69, 
29084,4252,P.P.,PARTIDO POPULAR,4283,7
29084,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,3902,6
29084,0856,A.P.R.,ALIANZA POR RONDA,1896,3
29084,4100,PA,PARTIDO ANDALUCISTA,1710,3
29084,3573,IULV-CA- RONDA PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-RONDA PARA LA GENTE,1371,2
29084,4672,RSSP,RONDA SI SE PUEDE,725, 
29084,2074,EVA,ESPACIO VERDE,263, 
29084,2464,GANEMOS,GANEMOS RONDA,247, 
29085,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,84,4
29085,4252,P.P.,PARTIDO POPULAR,25,1
29085,3574,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-SALARES PARA LA GENTE,4, 
29086,4252,P.P.,PARTIDO POPULAR,396,5
29086,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,266,3
29086,3575,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-SAYALONGA PARA LA GENTE,69,1
29087,3576,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-SEDELLA PARA LA GENTE,297,6
29087,4100,PA,PARTIDO ANDALUCISTA,92,1
29087,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,33, 
29087,4252,P.P.,PARTIDO POPULAR,2, 
29088,4252,P.P.,PARTIDO POPULAR,863,5
29088,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,637,3
29088,0916,A.L.,ALTERNATIVA LOCAL DE SIERRA DE YEGUAS,489,3
29088,3578,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-SIERRA DE YEGUAS-PARA LA GENTE,48, 
29089,3579,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-TEBA PARA LA GENTE,1553,8
29089,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,664,3
29089,4100,PA,PARTIDO ANDALUCISTA,182, 
29089,4252,P.P.,PARTIDO POPULAR,178, 
29090,4958,T.U,TOLOX UNIDO,700,6
29090,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,401,4
29090,4253,PP,PARTIDO POPULAR,141,1
29090,3580,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA - TOLOX PARA LA GENTE,96, 
29901,4253,PP,PARTIDO POPULAR,8956,11
29901,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,6487,7
29901,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,3249,3
29901,1909,C.S.S.P.,COSTA DEL SOL SÍ PUEDE ... TIC TAC,3124,3
29901,3581,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA - TORREMOLINOS PARA LA GENTE,1327,1
29901,4100,PA,PARTIDO ANDALUCISTA,654, 
29901,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,366, 
29901,5097,UCIN,UNION DE CIUDADANOS INDEPENDIENTES,281, 
29091,4252,P.P.,PARTIDO POPULAR,1907,6
29091,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1805,5
29091,3582,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-TORROX PARA LA GENTE,1209,3
29091,2316,FCis,FUSION CIUDADANA DE INDEPENDIENTES,783,2
29091,4967,TORROX UNIDO,TORROX UNIDO,414,1
29092,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,273,4
29092,3583,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-TOTALÁN PARA LA GENTE,187,3
29092,4253,PP,PARTIDO POPULAR,26, 
29093,4252,P.P.,PARTIDO POPULAR,871,6
29093,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,500,3
29093,3586,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VALLE DE ABDALAJIS PARA LA GENTE,331,2
29094,4252,P.P.,PARTIDO POPULAR,12555,10
29094,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,9274,8
29094,3587,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VELEZ MALAGA PARA LA GENTE,2548,2
29094,2621,GIPMTM,GRUPO INDEPENDIENTE PRO MUNICIPIO DE TORRE DEL MAR,2396,2
29094,4100,PA,PARTIDO ANDALUCISTA,2286,2
29094,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,1903,1
29094,4934,SVM,SUMEMOS VÉLEZ-MÁLAGA,1255, 
29094,5097,UCIN,UNION DE CIUDADANOS INDEPENDIENTES,557, 
29094,1470,CPSP,CIUDADANOS POR SU PUEBLO,338, 
29094,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,277, 
29095,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1389,7
29095,3588,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VILLANUEVA DE ALGAIDAS PARA LA GENTE,964,4
29095,1423,C's,CIUDADANOS,179, 
29095,4252,P.P.,PARTIDO POPULAR,90, 
29902,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1216,7
29902,4252,P.P.,PARTIDO POPULAR,618,4
29902,0321,AESSPV,AGRUPACION DE ELECTORES SI SE PUEDE VILLANUEVA,86, 
29902,3589,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VILLANUEVA DE LA CONCEPCION-PARA LA GENTE,18, 
29098,3592,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VILLANUEVA DE TAPIA PARA LA GENTE,656,6
29098,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,299,3
29098,4252,P.P.,PARTIDO POPULAR,52, 
29096,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1356,9
29096,3590,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES- CONVOCATORIA POR ANDALUCIA-VILLANUEVA DEL ROSARIO PARA LA GENTE,286,2
29096,4252,P.P.,PARTIDO POPULAR,106, 
29097,0334,TRABUCO SI,AGRUPACION DE ELECTORES TRABUCO SOLUCION INDEPENDIENTE,1531,7
29097,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,886,4
29097,3591,IULV-CA-PARA LA GENTE,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA-VILLANUEVA DEL TRABUCO PARA LA GENTE,347,1
29097,4252,P.P.,PARTIDO POPULAR,250,1
29097,5157,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,82, 
29099,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,658,7
29099,4252,P.P.,PARTIDO POPULAR,277,2
29099,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,90, 
